wn30,cn
00605516-a,/c/en/conventional
00606602-a,/c/en/unconventional
00607421-a,/c/en/conventional
00608421-a,/c/en/unconventional
00610057-a,/c/en/conformist
00610249-a,/c/en/nonconformist
00610532-a,/c/en/nuclear
00610861-a,/c/en/conventional
00611047-a,/c/en/traditional
00611938-a,/c/en/nontraditional
00612114-a,/c/en/convergent
00612652-a,/c/en/divergent
00613068-a,/c/en/branchy
00614680-a,/c/en/branchless
00614990-a,/c/en/convincing
00615457-a,/c/en/unconvincing
00615757-a,/c/en/cooked
00619433-a,/c/en/raw
00619972-a,/c/en/cooperative
00620585-a,/c/en/uncooperative
00620731-a,/c/en/corrupt
00622581-a,/c/en/incorrupt
01549185-a,/c/en/incorrupt
00623356-a,/c/en/synergistic
00623565-a,/c/en/counteractive
00624026-a,/c/en/considerable
00625170-a,/c/en/inconsiderable
00625393-a,/c/en/substantial
00625774-a,/c/en/insubstantial
00626800-a,/c/en/material
00627410-a,/c/en/immaterial
00627849-a,/c/en/bodied
00629146-a,/c/en/unbodied
00629532-a,/c/en/brainwashed
00629808-a,/c/en/unbrainwashed
00629997-a,/c/en/corporeal
00630802-a,/c/en/incorporeal
00631391-a,/c/en/correct
00632438-a,/c/en/incorrect
00633410-a,/c/en/right
00633778-a,/c/en/wrong
00634062-a,/c/en/corrected
00634636-a,/c/en/uncorrected
00634862-a,/c/en/corrigible
00635456-a,/c/en/incorrigible
00635955-a,/c/en/cosmopolitan
00636547-a,/c/en/provincial
00637751-a,/c/en/costive
00637857-a,/c/en/laxative
00638253-a,/c/en/constipated
00638501-a,/c/en/unconstipated
00638981-a,/c/en/considerate
00639356-a,/c/en/inconsiderate
00639842-a,/c/en/courteous
00640283-a,/c/en/discourteous
00641158-a,/c/en/polite
00641640-a,/c/en/impolite
00642379-a,/c/en/civil
00642725-a,/c/en/uncivil
00642934-a,/c/en/civil
00643116-a,/c/en/sidereal
00643250-a,/c/en/creative
00644372-a,/c/en/uncreative
00644839-a,/c/en/credible
00645493-a,/c/en/incredible
00646413-a,/c/en/credulous
00647070-a,/c/en/incredulous
00647542-a,/c/en/critical
00648816-a,/c/en/uncritical
00648977-a,/c/en/judgmental
00649405-a,/c/en/nonjudgmental
00649586-a,/c/en/critical
00650351-a,/c/en/uncritical
00650577-a,/c/en/critical
00651697-a,/c/en/noncritical
00651935-a,/c/en/critical
00652533-a,/c/en/noncritical
00652692-a,/c/en/crossed
00653190-a,/c/en/uncrossed
00653295-a,/c/en/crossed
00653434-a,/c/en/uncrossed
00653514-a,/c/en/cross_eyed
00653740-a,/c/en/walleyed
00653822-a,/c/en/crowned
00654829-a,/c/en/uncrowned
00655136-a,/c/en/crowned
00655445-a,/c/en/uncrowned
00655779-a,/c/en/crucial
00656771-a,/c/en/noncrucial
00656862-a,/c/en/crystallized
00657064-a,/c/en/uncrystallized
00658259-a,/c/en/linear
00658942-a,/c/en/planar
00659715-a,/c/en/unidimensional
00660019-a,/c/en/multidimensional
00661278-a,/c/en/cut
00662687-a,/c/en/uncut
00662958-a,/c/en/cut
00663104-a,/c/en/uncut
00663267-a,/c/en/cut
00664167-a,/c/en/uncut
00664449-a,/c/en/curious
00665587-a,/c/en/incurious
00666058-a,/c/en/current
00668571-a,/c/en/noncurrent
00669478-a,/c/en/cursed
00670741-a,/c/en/blessed
00671091-a,/c/en/endowed
00671441-a,/c/en/unendowed
00671831-a,/c/en/curtained
00672079-a,/c/en/curtainless
00672226-a,/c/en/custom_made
00672621-a,/c/en/ready_made
00673456-a,/c/en/handmade
00674196-a,/c/en/machine_made
00674270-a,/c/en/homemade
00675064-a,/c/en/factory_made
00675701-a,/c/en/cyclic
00676457-a,/c/en/noncyclic
00676555-a,/c/en/cyclic
00677313-a,/c/en/acyclic
00677545-a,/c/en/cyclic
00677877-a,/c/en/acyclic
00678024-a,/c/en/annual
00678221-a,/c/en/biennial
00678473-a,/c/en/perennial
00678666-a,/c/en/diurnal
00678923-a,/c/en/nocturnal
00679147-a,/c/en/damaged
00681094-a,/c/en/undamaged
00681409-a,/c/en/datable
00681548-a,/c/en/undatable
00681930-a,/c/en/deaf
00682744-a,/c/en/hearing
00682932-a,/c/en/decent
00683185-a,/c/en/indecent
00684480-a,/c/en/decisive
00685483-a,/c/en/indecisive
00685638-a,/c/en/decisive
00686081-a,/c/en/indecisive
00686890-a,/c/en/declarative
00687163-a,/c/en/interrogative
00687356-a,/c/en/declared
00688581-a,/c/en/undeclared
00688947-a,/c/en/decorous
00689471-a,/c/en/indecorous
00689673-a,/c/en/deductible
00689970-a,/c/en/nondeductible
00690058-a,/c/en/deep
00691696-a,/c/en/shallow
00692762-a,/c/en/deep
00693356-a,/c/en/shallow
00693743-a,/c/en/de_facto
00693961-a,/c/en/de_jure
00694086-a,/c/en/defeasible
00694284-a,/c/en/indefeasible
00694608-a,/c/en/defeated
00695024-a,/c/en/undefeated
00695523-a,/c/en/defiant
00696518-a,/c/en/compliant
00697188-a,/c/en/defined
00697389-a,/c/en/undefined
00697923-a,/c/en/well_defined
00698088-a,/c/en/ill_defined
00698262-a,/c/en/derived
00699085-a,/c/en/underived
00699651-a,/c/en/inflected
00699876-a,/c/en/uninflected
00700016-a,/c/en/inflected
00700312-a,/c/en/uninflected
00700451-a,/c/en/definite
00701479-a,/c/en/indefinite
00702773-a,/c/en/dehiscent
00702962-a,/c/en/indehiscent
00703109-a,/c/en/dejected
00704609-a,/c/en/elated
00705891-a,/c/en/delicate
00707366-a,/c/en/rugged
00708017-a,/c/en/breakable
00709744-a,/c/en/unbreakable
00710260-a,/c/en/demanding
00711528-a,/c/en/undemanding
00712419-a,/c/en/imperative
00713995-a,/c/en/beseeching
00715140-a,/c/en/democratic
00717417-a,/c/en/undemocratic
00718924-a,/c/en/arbitrary
00720082-a,/c/en/nonarbitrary
00720296-a,/c/en/demonstrative
00720913-a,/c/en/undemonstrative
00721157-a,/c/en/deniable
00721505-a,/c/en/undeniable
00722110-a,/c/en/denotative
00723163-a,/c/en/connotative
00724081-a,/c/en/reliable
00724861-a,/c/en/unreliable
00725772-a,/c/en/dependent
00727564-a,/c/en/independent
00730215-a,/c/en/independent
00730470-a,/c/en/dependent
00730731-a,/c/en/partisan
00731292-a,/c/en/nonpartisan
00731804-a,/c/en/aligned
00732037-a,/c/en/nonaligned
00732318-a,/c/en/descriptive
00732456-a,/c/en/prescriptive
00732682-a,/c/en/descriptive
00732872-a,/c/en/undescriptive
00732960-a,/c/en/desirable
00733905-a,/c/en/undesirable
00734318-a,/c/en/destroyed
00737246-a,/c/en/preserved
00737973-a,/c/en/destructible
00738368-a,/c/en/indestructible
00738593-a,/c/en/determinable
00739273-a,/c/en/indeterminable
00739932-a,/c/en/determinate
00740336-a,/c/en/indeterminate
00741076-a,/c/en/determinate
00741459-a,/c/en/indeterminate
00741867-a,/c/en/developed
00742425-a,/c/en/undeveloped
00742879-a,/c/en/dextral
00743435-a,/c/en/sinistral
00744017-a,/c/en/diabatic
00744141-a,/c/en/adiabatic
00744277-a,/c/en/differentiated
00744506-a,/c/en/undifferentiated
00744916-a,/c/en/difficult
00749230-a,/c/en/easy
00751170-a,/c/en/digitigrade
00751353-a,/c/en/plantigrade
00751525-a,/c/en/dignified
00752392-a,/c/en/undignified
00753093-a,/c/en/statesmanlike
00753378-a,/c/en/unstatesmanlike
00753504-a,/c/en/presidential
00753659-a,/c/en/unpresidential
00753786-a,/c/en/dicotyledonous
00753922-a,/c/en/monocotyledonous
00754107-a,/c/en/diligent
00754873-a,/c/en/negligent
00756091-a,/c/en/diluted
00756728-a,/c/en/undiluted
00757236-a,/c/en/saturated
00757408-a,/c/en/unsaturated
00757923-a,/c/en/saturated
00758290-a,/c/en/unsaturated
00758459-a,/c/en/diplomatic
00759458-a,/c/en/undiplomatic
00759551-a,/c/en/conciliatory
00760577-a,/c/en/antagonistic
00760916-a,/c/en/direct
00762355-a,/c/en/indirect
00763633-a,/c/en/direct
00763767-a,/c/en/alternating
00763901-a,/c/en/direct
00766457-a,/c/en/indirect
00769239-a,/c/en/direct
00769489-a,/c/en/inverse
00769926-a,/c/en/direct
00770114-a,/c/en/retrograde
00770316-a,/c/en/immediate
00770756-a,/c/en/mediate
00771373-a,/c/en/discerning
00772360-a,/c/en/undiscerning
00772910-a,/c/en/discreet
00773109-a,/c/en/indiscreet
00773579-a,/c/en/discriminate
00773759-a,/c/en/indiscriminate
00774323-a,/c/en/discriminating
00775900-a,/c/en/undiscriminating
00776570-a,/c/en/disposable
00776822-a,/c/en/nondisposable
00776922-a,/c/en/returnable
00777238-a,/c/en/nonreturnable
00777418-a,/c/en/disposable
00778161-a,/c/en/nondisposable
00778363-a,/c/en/distal
00778509-a,/c/en/proximal
00778680-a,/c/en/distal
00778958-a,/c/en/mesial
00779374-a,/c/en/distinct
00781168-a,/c/en/indistinct
00782856-a,/c/en/focused
00782957-a,/c/en/unfocused
00783129-a,/c/en/diversified
00783675-a,/c/en/undiversified
00784533-a,/c/en/divisible
00785684-a,/c/en/indivisible
00786291-a,/c/en/documented
00786790-a,/c/en/undocumented
00787136-a,/c/en/domineering
00788821-a,/c/en/submissive
00790086-a,/c/en/servile
00791131-a,/c/en/unservile
00791227-a,/c/en/dominant
00792991-a,/c/en/subordinate
00793793-a,/c/en/dominant
00793988-a,/c/en/recessive
00794146-a,/c/en/single_barreled
00794277-a,/c/en/double_barreled
00794426-a,/c/en/double_breasted
00794650-a,/c/en/single_breasted
00794825-a,/c/en/dramatic
00795495-a,/c/en/undramatic
00795785-a,/c/en/actable
00795959-a,/c/en/unactable
00796047-a,/c/en/theatrical
00796928-a,/c/en/untheatrical
00797113-a,/c/en/drinkable
00797218-a,/c/en/undrinkable
00797299-a,/c/en/intoxicated
00799517-a,/c/en/sober
00800248-a,/c/en/dull
00800826-a,/c/en/sharp
00803038-a,/c/en/sharp
00803971-a,/c/en/dull
00804220-a,/c/en/eventful
00804502-a,/c/en/uneventful
00804695-a,/c/en/lively
00806512-a,/c/en/dull
00808191-a,/c/en/dynamic
00810481-a,/c/en/undynamic
00810916-a,/c/en/eager
00811820-a,/c/en/uneager
00812170-a,/c/en/eared
00812860-a,/c/en/earless
00812952-a,/c/en/early
00815941-a,/c/en/middle
00816481-a,/c/en/late
00817424-a,/c/en/early
00819235-a,/c/en/late
00819852-a,/c/en/early
00820458-a,/c/en/middle
00820721-a,/c/en/late
00821367-a,/c/en/earned
00821723-a,/c/en/unearned
00822115-a,/c/en/easy
00822449-a,/c/en/uneasy
00823350-a,/c/en/east
00824321-a,/c/en/west
00825089-a,/c/en/western
00825604-a,/c/en/eastern
00825970-a,/c/en/western
00826959-a,/c/en/eastern
00827923-a,/c/en/ectomorphic
00828175-a,/c/en/endomorphic
00828336-a,/c/en/mesomorphic
00828779-a,/c/en/edible
00829496-a,/c/en/inedible
00829745-a,/c/en/educated
00830717-a,/c/en/uneducated
00832075-a,/c/en/numerate
00832200-a,/c/en/innumerate
00832347-a,/c/en/operative
00833575-a,/c/en/inoperative
00834198-a,/c/en/effective
00835609-a,/c/en/ineffectual
00836277-a,/c/en/effortful
00838296-a,/c/en/effortless
00838856-a,/c/en/efficacious
00839411-a,/c/en/inefficacious
00839619-a,/c/en/efficient
00840902-a,/c/en/inefficient
00841403-a,/c/en/forceful
00842914-a,/c/en/forceless
00843146-a,/c/en/elastic
00845528-a,/c/en/inelastic
00846052-a,/c/en/elective
00846462-a,/c/en/appointive
00846944-a,/c/en/assigned
00847306-a,/c/en/unassigned
00847399-a,/c/en/optional
00848074-a,/c/en/obligatory
00849357-a,/c/en/elegant
00851103-a,/c/en/inelegant
00851744-a,/c/en/eligible
00852988-a,/c/en/ineligible
00853776-a,/c/en/emotional
00856860-a,/c/en/unemotional
00858917-a,/c/en/empirical
00860611-a,/c/en/theoretical
00862327-a,/c/en/theoretical
00863049-a,/c/en/applied
00863717-a,/c/en/salaried
00863823-a,/c/en/freelance
00863946-a,/c/en/employed
00942806-a,/c/en/employed
00864693-a,/c/en/unemployed
00865201-a,/c/en/employable
00865331-a,/c/en/unemployable
00865471-a,/c/en/enchanted
00866047-a,/c/en/disenchanted
00866471-a,/c/en/encouraging
00867213-a,/c/en/discouraging
00867916-a,/c/en/encumbered
00868988-a,/c/en/unencumbered
00869461-a,/c/en/burdened
00870303-a,/c/en/unburdened
00870614-a,/c/en/endocentric
00870827-a,/c/en/exocentric
00871051-a,/c/en/endogamous
00871255-a,/c/en/exogamous
00871494-a,/c/en/autogamous
00871816-a,/c/en/endogamous
00872010-a,/c/en/exogamous
00872195-a,/c/en/endoergic
00872347-a,/c/en/exoergic
00872510-a,/c/en/endothermic
00872906-a,/c/en/exothermic
00873113-a,/c/en/endogenous
00873251-a,/c/en/exogenous
00873387-a,/c/en/end_stopped
00873502-a,/c/en/run_on
00873603-a,/c/en/energetic
00875712-a,/c/en/lethargic
00876609-a,/c/en/enfranchised
00876735-a,/c/en/disenfranchised
00876989-a,/c/en/exportable
00877263-a,/c/en/unexportable
00877345-a,/c/en/exploratory
00878704-a,/c/en/nonexploratory
00878829-a,/c/en/inquiring
00880120-a,/c/en/uninquiring
00880207-a,/c/en/increased
00881735-a,/c/en/decreased
00883611-a,/c/en/reducible
00883830-a,/c/en/irreducible
00884007-a,/c/en/enlightened
00884286-a,/c/en/unenlightened
00884778-a,/c/en/enterprising
00885415-a,/c/en/unenterprising
00885695-a,/c/en/enthusiastic
00887062-a,/c/en/unenthusiastic
00887719-a,/c/en/desirous
00889334-a,/c/en/undesirous
00889490-a,/c/en/entozoic
00889672-a,/c/en/epizoic
00889831-a,/c/en/equal
00892379-a,/c/en/unequal
00893441-a,/c/en/balanced
00894757-a,/c/en/unbalanced
00894980-a,/c/en/isotonic
00895126-a,/c/en/hypertonic
00895276-a,/c/en/hypotonic
00895442-a,/c/en/equivocal
00896555-a,/c/en/unequivocal
00897517-a,/c/en/eradicable
00898289-a,/c/en/ineradicable
00898963-a,/c/en/esoteric
00900478-a,/c/en/exoteric
00900616-a,/c/en/essential
00902652-a,/c/en/inessential
00903449-a,/c/en/dispensable
00903668-a,/c/en/indispensable
00904163-a,/c/en/estimable
00904548-a,/c/en/contemptible
00905386-a,/c/en/ethical
00905728-a,/c/en/unethical
00905905-a,/c/en/complimentary
00906455-a,/c/en/uncomplimentary
00907661-a,/c/en/flattering
00908315-a,/c/en/unflattering
00908483-a,/c/en/euphemistic
00908672-a,/c/en/dysphemistic
00908929-a,/c/en/euphoric
00909363-a,/c/en/dysphoric
00909545-a,/c/en/even
00911327-a,/c/en/uneven
00913387-a,/c/en/even
00913454-a,/c/en/odd
00913551-a,/c/en/evergreen
00914104-a,/c/en/deciduous
00914421-a,/c/en/exact
00915787-a,/c/en/inexact
00916706-a,/c/en/convertible
00917207-a,/c/en/inconvertible
00917613-a,/c/en/exchangeable
00918491-a,/c/en/unexchangeable
00918779-a,/c/en/excitable
00919321-a,/c/en/unexcitable
00919542-a,/c/en/excited
00920881-a,/c/en/unexcited
00921014-a,/c/en/exciting
00922594-a,/c/en/unexciting
00923321-a,/c/en/exculpatory
00923993-a,/c/en/inculpatory
00925460-a,/c/en/exhaustible
00925642-a,/c/en/inexhaustible
00926141-a,/c/en/exhausted
00926348-a,/c/en/unexhausted
00927017-a,/c/en/existent
00927578-a,/c/en/nonexistent
00928525-a,/c/en/extant
00929164-a,/c/en/extinct
00929567-a,/c/en/expected
00930290-a,/c/en/unexpected
00931555-a,/c/en/expedient
00932367-a,/c/en/inexpedient
00932695-a,/c/en/expendable
00933032-a,/c/en/unexpendable
00933154-a,/c/en/expensive
00934199-a,/c/en/cheap
00935500-a,/c/en/experienced
00936740-a,/c/en/inexperienced
00937985-a,/c/en/expired
00938441-a,/c/en/unexpired
00938801-a,/c/en/explicable
00939105-a,/c/en/inexplicable
00940437-a,/c/en/explicit
00941485-a,/c/en/implicit
00942693-a,/c/en/exploited
00942871-a,/c/en/unexploited
00943363-a,/c/en/expressible
00943999-a,/c/en/inexpressible
00944449-a,/c/en/extensile
00945019-a,/c/en/nonextensile
00945123-a,/c/en/extricable
00945207-a,/c/en/inextricable
00945513-a,/c/en/bowed
00945772-a,/c/en/plucked
00946050-a,/c/en/fingered
00946409-a,/c/en/fingerless
00946499-a,/c/en/expansive
00947680-a,/c/en/unexpansive
00947789-a,/c/en/extinguishable
00947945-a,/c/en/inextinguishable
00948103-a,/c/en/external
00948670-a,/c/en/internal
00949548-a,/c/en/outer
00950272-a,/c/en/inner
00950706-a,/c/en/outward
00951247-a,/c/en/inward
00952395-a,/c/en/exterior
00952867-a,/c/en/interior
00953332-a,/c/en/eyed
00954965-a,/c/en/eyeless
00955115-a,/c/en/playable
00955405-a,/c/en/unplayable
00955626-a,/c/en/fair
00955915-a,/c/en/foul
00956131-a,/c/en/fair
00957176-a,/c/en/unfair
00958151-a,/c/en/equitable
00958712-a,/c/en/inequitable
00958880-a,/c/en/faithful
00959731-a,/c/en/unfaithful
00960629-a,/c/en/faithful
00960971-a,/c/en/unfaithful
00961392-a,/c/en/loyal
00962634-a,/c/en/disloyal
00964090-a,/c/en/fallible
00964906-a,/c/en/infallible
00965606-a,/c/en/familiar
00966477-a,/c/en/unfamiliar
00967129-a,/c/en/strange
00970249-a,/c/en/familiar
00971075-a,/c/en/fashionable
00973844-a,/c/en/unfashionable
00975171-a,/c/en/stylish
00976123-a,/c/en/styleless
00976508-a,/c/en/fast
00980527-a,/c/en/slow
00981818-a,/c/en/fast
00982602-a,/c/en/slow
00983573-a,/c/en/fast
00983722-a,/c/en/slow
00983862-a,/c/en/fastidious
00985387-a,/c/en/unfastidious
00985608-a,/c/en/fastidious
00985909-a,/c/en/unfastidious
00986027-a,/c/en/fat
00988232-a,/c/en/thin
00991838-a,/c/en/fatty
00992955-a,/c/en/nonfat
00993529-a,/c/en/fatal
00994210-a,/c/en/nonfatal
00994410-a,/c/en/curable
00994567-a,/c/en/incurable
00994744-a,/c/en/fathomable
00994882-a,/c/en/unfathomable
00995119-a,/c/en/favorable
00995468-a,/c/en/unfavorable
00995775-a,/c/en/favorable
00996448-a,/c/en/unfavorable
00997604-a,/c/en/feathered
00999330-a,/c/en/unfeathered
00999817-a,/c/en/felicitous
01000881-a,/c/en/infelicitous
01001689-a,/c/en/fertile
01002377-a,/c/en/sterile
01003050-a,/c/en/finished
01004318-a,/c/en/unfinished
01005063-a,/c/en/finished
01005675-a,/c/en/unfinished
01006566-a,/c/en/finite
01007354-a,/c/en/infinite
01008439-a,/c/en/finite
01008947-a,/c/en/opening
01010025-a,/c/en/closing
01010862-a,/c/en/first
01013279-a,/c/en/last
01014251-a,/c/en/intermediate
01016035-a,/c/en/terminal
01016215-a,/c/en/first
01016436-a,/c/en/second
01016644-a,/c/en/fissile
01016806-a,/c/en/nonfissile
01016874-a,/c/en/fissionable
01017048-a,/c/en/nonfissionable
01017161-a,/c/en/fit
01017738-a,/c/en/unfit
01020393-a,/c/en/fit
01021301-a,/c/en/unfit
01021794-a,/c/en/flat
01021923-a,/c/en/contrasty
01022064-a,/c/en/flexible
01023289-a,/c/en/inflexible
01024073-a,/c/en/flexible
01024597-a,/c/en/inflexible
01025913-a,/c/en/uncompromising
01026262-a,/c/en/compromising
01026721-a,/c/en/rigid
01027076-a,/c/en/nonrigid
01027263-a,/c/en/adaptable
01029044-a,/c/en/unadaptable
01029399-a,/c/en/campylotropous
01029563-a,/c/en/orthotropous
01029710-a,/c/en/anatropous
01029873-a,/c/en/amphitropous
01030022-a,/c/en/curly
01030826-a,/c/en/straight
01031232-a,/c/en/footed
01031797-a,/c/en/footless
01032029-a,/c/en/toed
01032531-a,/c/en/toeless
01032624-a,/c/en/pigeon_toed
01032710-a,/c/en/splayfooted
01033081-a,/c/en/fore
01033371-a,/c/en/aft
01033708-a,/c/en/forehand
01033840-a,/c/en/backhand
01033996-a,/c/en/native
01034296-a,/c/en/adopted
01034457-a,/c/en/foreign
01036083-a,/c/en/native
01037148-a,/c/en/native
01037405-a,/c/en/nonnative
01037540-a,/c/en/foreign
01038102-a,/c/en/domestic
01038808-a,/c/en/domestic
01039843-a,/c/en/undomestic
01040239-a,/c/en/forgettable
01040410-a,/c/en/unforgettable
01040984-a,/c/en/forgiving
01041481-a,/c/en/unforgiving
01041916-a,/c/en/formal
01044240-a,/c/en/informal
01045216-a,/c/en/formal
01045711-a,/c/en/informal
01047301-a,/c/en/former
01047561-a,/c/en/latter
01047874-a,/c/en/fortunate
01049462-a,/c/en/unfortunate
01052248-a,/c/en/fragrant
01053144-a,/c/en/malodorous
01055073-a,/c/en/odorous
01057775-a,/c/en/odorless
01058179-a,/c/en/scented
01058281-a,/c/en/scentless
01058363-a,/c/en/free
01058854-a,/c/en/bound
01059400-a,/c/en/fixed
01060785-a,/c/en/unfixed
01061489-a,/c/en/free
01064286-a,/c/en/unfree
01065694-a,/c/en/free
01066070-a,/c/en/unfree
01066542-a,/c/en/frequent
01067193-a,/c/en/infrequent
01067694-a,/c/en/fresh
01068726-a,/c/en/stale
01071198-a,/c/en/fresh
01071423-a,/c/en/preserved
01073707-a,/c/en/fresh
01073822-a,/c/en/salty
01074650-a,/c/en/friendly
01076793-a,/c/en/unfriendly
01077638-a,/c/en/friendly
01077829-a,/c/en/hostile
01077995-a,/c/en/friendly
01078178-a,/c/en/unfriendly
01078302-a,/c/en/frozen
01079683-a,/c/en/unfrozen
01080297-a,/c/en/fruitful
01082535-a,/c/en/unfruitful
01083157-a,/c/en/full
01086545-a,/c/en/empty
01088478-a,/c/en/drained
01089027-a,/c/en/undrained
01089136-a,/c/en/full_time
01089369-a,/c/en/part_time
01090308-a,/c/en/functional
01090993-a,/c/en/nonfunctional
01091556-a,/c/en/functioning
01092142-a,/c/en/malfunctioning
01092989-a,/c/en/functional
01093142-a,/c/en/organic
01093323-a,/c/en/rigged
01093956-a,/c/en/unrigged
01094049-a,/c/en/equipped
01095555-a,/c/en/unequipped
01095914-a,/c/en/fledged
01096471-a,/c/en/unfledged
01096750-a,/c/en/framed
01096889-a,/c/en/unframed
01096990-a,/c/en/furnished
01098154-a,/c/en/unfurnished
01098293-a,/c/en/funded
01098390-a,/c/en/unfunded
01098492-a,/c/en/fueled
01099235-a,/c/en/unfueled
01099536-a,/c/en/specified
01100082-a,/c/en/unspecified
01100210-a,/c/en/geared
01101118-a,/c/en/ungeared
01101391-a,/c/en/general
01103021-a,/c/en/specific
01105233-a,/c/en/specific
01105620-a,/c/en/nonspecific
01105840-a,/c/en/national
01106405-a,/c/en/local
01106614-a,/c/en/cosmopolitan
01106815-a,/c/en/endemic
01106989-a,/c/en/branchiate
01107094-a,/c/en/abranchiate
01107206-a,/c/en/federal
01107521-a,/c/en/unitary
01107751-a,/c/en/centralized
01107973-a,/c/en/decentralized
01108716-a,/c/en/technical
01109096-a,/c/en/nontechnical
01109359-a,/c/en/nonproprietary
01109914-a,/c/en/proprietary
01111016-a,/c/en/generous
01112573-a,/c/en/stingy
01114434-a,/c/en/generous
01115081-a,/c/en/ungenerous
01115349-a,/c/en/genuine
01116380-a,/c/en/counterfeit
01118568-a,/c/en/geocentric
01118928-a,/c/en/heliocentric
01119192-a,/c/en/talented
01119305-a,/c/en/talentless
01119421-a,/c/en/glazed
01120398-a,/c/en/unglazed
01120654-a,/c/en/glazed
01120766-a,/c/en/unglazed
01120925-a,/c/en/glorious
01122411-a,/c/en/inglorious
01122776-a,/c/en/go
01123002-a,/c/en/no_go
01123148-a,/c/en/good
01125429-a,/c/en/bad
01129977-a,/c/en/good
